text,stance
 روح حلل محد يم تطعيم كورونا شف الحرم البارح مليونين بدون شرط تحصين😅,None
   في سنة وحده بس ٢٠١٥ ..اربعة و ستين ألف متوفي من الانفلونزا..هذا و هو بعد العلاجات المتوفره و التطعيمات. ما حجرونا و لا اجبرونا على تطعيم. كورونا بقدرة قادر صارت جائحة و كل المتوفين اجباري يكتب في شهادة الوفاة كورونا و هم مت,Against
 الشيخ / عادل الكلباني أخذ تطعيم كورونا جرعتين ومع ذلك أصيب بفايروس كورونا ؟! ,Against
 عجبا، مرة يقولون لقاح استرازينيكا غير فعال و تارة يتهافتون عليه، ما الأمر، و لماذا دول كثيرة علقت تطعيم مواطنيها بهذا اللقاح...؟ أم صارت نكهة السياسة تلقي بضلالها حتى في مجال تسويق الأدوية و اللقاحات...!,None
  اللي جته كورونا المفروض يصير عنده مناعه مثل اي مرض فيروسي يصيب الانسان ومع ذلك تقولون ياخذ تطعيم كورونا ! بعد التطعيم هل تجيه كورونا ؟ تقولون ممكن !؟ التطعيم للابد ؟ تقولون لا سنه بالكثير وينتهي المفعول ؟ هل من اجابه علميه حقيقيه,Against
عندي فضفضة عن إشاعات تطعيم كورونا  في ايش قصر معاكم إعلام وزارة الصحة عشان تلجؤوا لإشاعات الواتساب؟  للأسف إشاعات سخيفة غير منطقية حتى,Favor
 اللقاح مايقتل ابدا بالعكس ينقذ من الموت عارفه اللي جاتهم اعراض قويه يتحمدون الله لأن اللي يتعب من جزء معطل من الفايروس وهو الغشاء البروتيني للفايروس فقط كيف كان راح يصير فيه لو جاته كورونا من غير تطعيم,Favor
واخيراً لقيت حجز تطعيم كورونا,Favor
#لا_للتطعيم_الاجباري59 #لا_للتطعيم_الاجباري60 الكثرة لم تكن في يوم من الأيام مقياس للصح والخطأ. وفي القرآن الكريم الكثير من الشواهد على ذلك. لو تم تطعيم ٧ مليار إنسان بسموم كورونا  فلن أكون واحد منهم بإذن الله. URL,Against
يا تطعم او عنايه مركزه....  اختياركم   #تطعيم_كورونا,Favor
بإذن الله لن اخذ تطعيم كرونا لا انا ولا اسرتي كامله .  #لقاح_كورونا #تطعيم_كورونا,Against
 وهل الطلاب  مسؤولين عن انتشار كورونا .  قرار إلزام  تطعيم الطلاب  جريمة  في حق طلاب أعمارهم تحت العشرين سنة  دون دراسة وتأكد من سلبيات اللقاح وايجابياته المستقبلية .وهل صاحب القرار   لديه دراسات علمية عن بؤر انتشار الوباء,Against
أخذت أمي في هذا اليوم الجرعة الثالثة من تطعيم كورونا ولله الحمد. اسأل الله أن يسبغ علينا نعمه وأن يحرسها بعينه التي لا تنام ويشفيها ويعافيها.,Favor
أتخيل بعد سنة وبعد أن يتم تطعيم 💉 ٩٠٪ من سكان العالم بلقاحات كورونا 🦠 تظهر أعراض مميتة 😳😳ويبقى ١٠٪ من البشر معظمهم بالدول الفقيرة بسبب عدم قدرتهم على دفع 💵 😁وتعود البشرية للعصر الحجري بدون انترنت وهمبورغر 🍔 وبيبسي كولا 🤓,None
MENTION MENTION  مدري اشلون تفهمون اكيد بيجي كورونا دام نص الشعب مو متطعم وينقل للمرض لو تبطلون هبالات والكل يتطعم خلاص مابيجي احد زيه زي الحصبة ترا لما الكل تطعم ماعاد جت وللحين تطعيم الحصبة مستمر بس فالحين تخويف واشاعات,Favor
الكيان الصهيوني المحتل لأرض فلسطين طعموا كل اليهود ضد كورونا بأسرع ما يمكن...دافعهم لذلك أنهم شعب يخاف من الانقراض و الموت...فهم حريصون على الحياة والبقاء ويستخدمون لذلك كل الطرق والوسائل.  اليوم أو أمس أعلنوا إزالة الكمامات...والعودة للحياة الطبيعية...بعد تطعيم أغلب اليهود,Favor
👏🏻👏🏻👏🏻 اليوم موعد تطعيمي كان سحبت عليهم 🤝 لأن شركة فايزر مو عارفة حضرتها كم لقاح نحتاج ! تجرّب فينا ! بعد تطعيم اللقاحين تقول للناس بعد سنة تحتاجون تطعيم ثالث ! وبعدها احتمال كل سنة تحتاج تطعيم لمدى الحياة !! مابي أبي أدخل جسمي شيء الشركة نفسها مو عارفة كيف تتخلص منها كيف أنا ! URL,Against
الناس السافرت عُمرة رمضان .. هل شهادة تطعيم كورونا مطلوبة ؟؟ #اسأل_تويتر,None
MENTION MENTION MENTION ما قد سمعت احد مات وقالوا بسبب انه اخذ جرعة تطعيم  كل من مات قالوا بسبب كورونا! كلنا بنموت مهما اختلفت الأسباب لكن الغريب  ربط موت كل إنسان بكورونا! اسأل الله ان يعافينا ويحفظنا من الامراض والاسقام ويرفع عنا البلاء,None
 ماتحتاج شي بس شهاده تطعيم كورونا ثلاث جرعات بس,None
 الناس اللي بتحكي اللقاح مؤامرة ورح يموتو لو اخدوه ، يعني خايفين يموتو من اللقاح ومس هايفين يموتو من الفايروس!، بعد لقاح زي اي تطعيم كنا ناخده واحنا صغار ضد الامراض ، الله يهديهم اللي بفكرو غلط,Favor
 و الله قعدت افكر هذا تطعيم جذي هد حيلي و تعب لو كورونا الله يبعدها عنا جان شصار !!   الحمدلله اللي الدوله وفرت لنا لقاح  و عسى الله يحمي الجميع و يزيل هالوباء 🌹,Favor
  خذيه لانه مجاني هههه خذيه لانك بتسافرين ههه وخلي غيرك بحالهم يمكن بعد سنه تظهر الاعراض عليك ماتدرين وتتمنين تكوني من حزب المؤامره .. يعني شخص معافى ولا فيه اعراض كورونا اللي مهولينه يروح ياخذ تطعيم مايعرف هل بيموته بعد يومين او لا,Against
  مافى مقارنه بين الدول الخليج واوروبا وامريكا حسب راى الاطباء والعلماء .  يختلف نوع الفايروس والانتشار للعلم .  لذلك الحظر بالكويت غير نافع الحل باسرع تطعيم المجتمع للوصول لمناعه مجتمعيه .  كورونا راح يكون فايروس موسمى نفس انفلونزا,Favor
من يعتقد ان #تطعيم_كورونا مفهوم بالكامل عليه مراجعة التقارير الموثقة. نحن لسنا ضد #التطعيمات ولكننا ضد اخفاء الحقيقية اللتي تبين ان #تطعيم_كورونا يعتبر في طور التجربة حتي و ان قيل عكس ذلك. لذلك أنصح #بالتريث في قرار أخذ التطعيم لمن لا يحتاج وهم الفئة الغير مستهدفه. URL,Against
شكراً لوجود العلم والعلماء والأطباء (الفاهمين) .. أدامكم الله لخدمة البشرية أينما كنتم 🙏🏽  #تطعيم_كورونا,Favor
#نعم_للتطعيم  باذن الله تطعيم سليم وباذن الله ازمه كورونا بوادر  الانتهاء بظل وجود علاج ..  طعموا ... لاجل اهلكم ووطنكم ولوصول مناعه مجتمعيه وعوده لحياه الطبيعه .. شكرا دكتور الله يجزك خير  MENTION URL,Favor
  بس امورهم طيبه ما في اغلاق ولا حظر... التطعيم اقل شي يطلعك من إجراءات الحظر و الضغط على المستشفيات  لان حتى في حال من تلقى تطعيم و إصابة كورونا يكون خفيف... عكسنا غلق و الاقتصاد ينهار يوم بعد يوم و المستشفيات شبه ممتلئة,Against
#تطعيم_كورونا  ✅ الحمد لله,Favor
 يقولك 16 سنه ياخذ تطعيم الانفلونزا تطمنوا اجل لقاح كورونا فعال دام 16 سنه ياخذ تطعيم الانفلونزا,Favor
